"trainer/global_step","causal_small - train_loss","causal_small - train_loss__MIN","causal_small - train_loss__MAX","causal_small - _step","causal_small - _step__MIN","causal_small - _step__MAX"
"149399","0.12897823750972748","0.12897823750972748","0.12897823750972748","1493","1493","1493"
"149499","0.13125759363174438","0.13125759363174438","0.13125759363174438","1494","1494","1494"
"149599","0.13381420075893402","0.13381420075893402","0.13381420075893402","1495","1495","1495"
"149699","0.12900127470493317","0.12900127470493317","0.12900127470493317","1496","1496","1496"
"149799","0.1306198388338089","0.1306198388338089","0.1306198388338089","1497","1497","1497"
"149899","0.1332230567932129","0.1332230567932129","0.1332230567932129","1498","1498","1498"
"149999","0.12842798233032227","0.12842798233032227","0.12842798233032227","1499","1499","1499"
"150099","0.12726949155330658","0.12726949155330658","0.12726949155330658","1500","1500","1500"
"150199","0.12951108813285828","0.12951108813285828","0.12951108813285828","1501","1501","1501"
"150299","0.13349933922290802","0.13349933922290802","0.13349933922290802","1502","1502","1502"
"150399","0.1331373155117035","0.1331373155117035","0.1331373155117035","1503","1503","1503"
"150499","0.1321401745080948","0.1321401745080948","0.1321401745080948","1504","1504","1504"
"150599","0.13282565772533417","0.13282565772533417","0.13282565772533417","1505","1505","1505"
"150699","0.1285952478647232","0.1285952478647232","0.1285952478647232","1506","1506","1506"
"150799","0.12622210383415222","0.12622210383415222","0.12622210383415222","1507","1507","1507"
"150899","0.1364683359861374","0.1364683359861374","0.1364683359861374","1508","1508","1508"
"150999","0.13130883872509003","0.13130883872509003","0.13130883872509003","1509","1509","1509"
"151099","0.1317421793937683","0.1317421793937683","0.1317421793937683","1510","1510","1510"
"151199","0.1338725984096527","0.1338725984096527","0.1338725984096527","1511","1511","1511"
"151299","0.13141895830631256","0.13141895830631256","0.13141895830631256","1512","1512","1512"
"151399","0.12911543250083923","0.12911543250083923","0.12911543250083923","1513","1513","1513"
"151499","0.1348131000995636","0.1348131000995636","0.1348131000995636","1514","1514","1514"
"151599","0.13684342801570892","0.13684342801570892","0.13684342801570892","1515","1515","1515"
"151699","0.13611561059951782","0.13611561059951782","0.13611561059951782","1516","1516","1516"
"151799","0.12951013445854187","0.12951013445854187","0.12951013445854187","1517","1517","1517"
"151899","0.13259753584861755","0.13259753584861755","0.13259753584861755","1518","1518","1518"
"151999","0.13276420533657074","0.13276420533657074","0.13276420533657074","1519","1519","1519"
"152099","0.1286611407995224","0.1286611407995224","0.1286611407995224","1520","1520","1520"
"152199","0.13126204907894135","0.13126204907894135","0.13126204907894135","1521","1521","1521"
"152299","0.13154993951320648","0.13154993951320648","0.13154993951320648","1522","1522","1522"
"152399","0.1352398693561554","0.1352398693561554","0.1352398693561554","1523","1523","1523"
"152499","0.13130611181259155","0.13130611181259155","0.13130611181259155","1524","1524","1524"
"152599","0.131318598985672","0.131318598985672","0.131318598985672","1525","1525","1525"
"152699","0.13465911149978638","0.13465911149978638","0.13465911149978638","1526","1526","1526"
"152799","0.13001711666584015","0.13001711666584015","0.13001711666584015","1527","1527","1527"
"152899","0.13438081741333008","0.13438081741333008","0.13438081741333008","1528","1528","1528"
"152999","0.13688796758651733","0.13688796758651733","0.13688796758651733","1529","1529","1529"
"153099","0.13391324877738953","0.13391324877738953","0.13391324877738953","1530","1530","1530"
"153199","0.1346309632062912","0.1346309632062912","0.1346309632062912","1531","1531","1531"
"153299","0.13774380087852478","0.13774380087852478","0.13774380087852478","1532","1532","1532"
"153399","0.1278185397386551","0.1278185397386551","0.1278185397386551","1533","1533","1533"
"153499","0.13321013748645782","0.13321013748645782","0.13321013748645782","1534","1534","1534"
"153599","0.1301330029964447","0.1301330029964447","0.1301330029964447","1535","1535","1535"
"153699","0.13248670101165771","0.13248670101165771","0.13248670101165771","1536","1536","1536"
"153799","0.13085800409317017","0.13085800409317017","0.13085800409317017","1537","1537","1537"
"153899","0.13272254168987274","0.13272254168987274","0.13272254168987274","1538","1538","1538"
"153999","0.13035523891448975","0.13035523891448975","0.13035523891448975","1539","1539","1539"
"154099","0.13028699159622192","0.13028699159622192","0.13028699159622192","1540","1540","1540"
"154199","0.12937384843826294","0.12937384843826294","0.12937384843826294","1541","1541","1541"
"154299","0.13481537997722626","0.13481537997722626","0.13481537997722626","1542","1542","1542"
"154399","0.12445753067731857","0.12445753067731857","0.12445753067731857","1543","1543","1543"
"154499","0.13857658207416534","0.13857658207416534","0.13857658207416534","1544","1544","1544"
"154599","0.1390717774629593","0.1390717774629593","0.1390717774629593","1545","1545","1545"
"154699","0.13603119552135468","0.13603119552135468","0.13603119552135468","1546","1546","1546"
"154799","0.13488613069057465","0.13488613069057465","0.13488613069057465","1547","1547","1547"
"154899","0.12922678887844086","0.12922678887844086","0.12922678887844086","1548","1548","1548"
"154999","0.13048626482486725","0.13048626482486725","0.13048626482486725","1549","1549","1549"
"155099","0.13299234211444855","0.13299234211444855","0.13299234211444855","1550","1550","1550"
"155199","0.13676974177360535","0.13676974177360535","0.13676974177360535","1551","1551","1551"
"155299","0.13717631995677948","0.13717631995677948","0.13717631995677948","1552","1552","1552"
"155399","0.13134503364562988","0.13134503364562988","0.13134503364562988","1553","1553","1553"
"155499","0.13311982154846191","0.13311982154846191","0.13311982154846191","1554","1554","1554"
"155599","0.13222214579582214","0.13222214579582214","0.13222214579582214","1555","1555","1555"
"155699","0.12938788533210754","0.12938788533210754","0.12938788533210754","1556","1556","1556"
"155799","0.12454542517662048","0.12454542517662048","0.12454542517662048","1557","1557","1557"
"155899","0.13335579633712769","0.13335579633712769","0.13335579633712769","1558","1558","1558"
"155999","0.13129769265651703","0.13129769265651703","0.13129769265651703","1559","1559","1559"
"156099","0.13175137341022491","0.13175137341022491","0.13175137341022491","1560","1560","1560"
"156199","0.1310146301984787","0.1310146301984787","0.1310146301984787","1561","1561","1561"
"156299","0.13184748589992523","0.13184748589992523","0.13184748589992523","1562","1562","1562"
"156399","0.13060663640499115","0.13060663640499115","0.13060663640499115","1563","1563","1563"
"156499","0.1351390928030014","0.1351390928030014","0.1351390928030014","1564","1564","1564"
"156599","0.1270514726638794","0.1270514726638794","0.1270514726638794","1565","1565","1565"
"156699","0.13472001254558563","0.13472001254558563","0.13472001254558563","1566","1566","1566"
"156799","0.1310499757528305","0.1310499757528305","0.1310499757528305","1567","1567","1567"
"156899","0.13258670270442963","0.13258670270442963","0.13258670270442963","1568","1568","1568"
"156999","0.13247190415859222","0.13247190415859222","0.13247190415859222","1569","1569","1569"
"157099","0.13319961726665497","0.13319961726665497","0.13319961726665497","1570","1570","1570"
"157199","0.13379594683647156","0.13379594683647156","0.13379594683647156","1571","1571","1571"
"157299","0.12672755122184753","0.12672755122184753","0.12672755122184753","1572","1572","1572"
"157399","0.13041038811206818","0.13041038811206818","0.13041038811206818","1573","1573","1573"
"157499","0.1320958137512207","0.1320958137512207","0.1320958137512207","1574","1574","1574"
"157599","0.14078283309936523","0.14078283309936523","0.14078283309936523","1575","1575","1575"
"157699","0.1334894597530365","0.1334894597530365","0.1334894597530365","1576","1576","1576"
"157799","0.12665529549121857","0.12665529549121857","0.12665529549121857","1577","1577","1577"
"157899","0.12999700009822845","0.12999700009822845","0.12999700009822845","1578","1578","1578"
"157999","0.12990815937519073","0.12990815937519073","0.12990815937519073","1579","1579","1579"
"158099","0.1337755173444748","0.1337755173444748","0.1337755173444748","1580","1580","1580"
"158199","0.12905791401863098","0.12905791401863098","0.12905791401863098","1581","1581","1581"
"158299","0.13169904053211212","0.13169904053211212","0.13169904053211212","1582","1582","1582"
"158399","0.13138769567012787","0.13138769567012787","0.13138769567012787","1583","1583","1583"
"158499","0.13159354031085968","0.13159354031085968","0.13159354031085968","1584","1584","1584"
"158599","0.13411597907543182","0.13411597907543182","0.13411597907543182","1585","1585","1585"
"158699","0.1335025429725647","0.1335025429725647","0.1335025429725647","1586","1586","1586"
"158799","0.1292048841714859","0.1292048841714859","0.1292048841714859","1587","1587","1587"
"158899","0.13337911665439606","0.13337911665439606","0.13337911665439606","1588","1588","1588"
"158999","0.13889357447624207","0.13889357447624207","0.13889357447624207","1589","1589","1589"
"159099","0.13052833080291748","0.13052833080291748","0.13052833080291748","1590","1590","1590"
"159199","0.1360548734664917","0.1360548734664917","0.1360548734664917","1591","1591","1591"
"159299","0.142830953001976","0.142830953001976","0.142830953001976","1592","1592","1592"
"159399","0.1311732679605484","0.1311732679605484","0.1311732679605484","1593","1593","1593"
"159499","0.12800312042236328","0.12800312042236328","0.12800312042236328","1594","1594","1594"
"159599","0.13469892740249634","0.13469892740249634","0.13469892740249634","1595","1595","1595"
"159699","0.13261514902114868","0.13261514902114868","0.13261514902114868","1596","1596","1596"
"159799","0.1354767233133316","0.1354767233133316","0.1354767233133316","1597","1597","1597"
"159899","0.1281348019838333","0.1281348019838333","0.1281348019838333","1598","1598","1598"
"159999","0.1278083473443985","0.1278083473443985","0.1278083473443985","1599","1599","1599"
"160099","0.12950502336025238","0.12950502336025238","0.12950502336025238","1600","1600","1600"
"160199","0.13317544758319855","0.13317544758319855","0.13317544758319855","1601","1601","1601"
"160299","0.1317623108625412","0.1317623108625412","0.1317623108625412","1602","1602","1602"
"160399","0.13077950477600098","0.13077950477600098","0.13077950477600098","1603","1603","1603"
"160499","0.12661607563495636","0.12661607563495636","0.12661607563495636","1604","1604","1604"
"160599","0.13326169550418854","0.13326169550418854","0.13326169550418854","1605","1605","1605"
"160699","0.13870327174663544","0.13870327174663544","0.13870327174663544","1606","1606","1606"
"160799","0.1344442516565323","0.1344442516565323","0.1344442516565323","1607","1607","1607"
"160899","0.13527406752109528","0.13527406752109528","0.13527406752109528","1608","1608","1608"
"160999","0.13273859024047852","0.13273859024047852","0.13273859024047852","1609","1609","1609"
"161099","0.13461275398731232","0.13461275398731232","0.13461275398731232","1610","1610","1610"
"161199","0.12891751527786255","0.12891751527786255","0.12891751527786255","1611","1611","1611"
"161299","0.13471297919750214","0.13471297919750214","0.13471297919750214","1612","1612","1612"
"161399","0.13015994429588318","0.13015994429588318","0.13015994429588318","1613","1613","1613"
"161499","0.1308606117963791","0.1308606117963791","0.1308606117963791","1614","1614","1614"
"161599","0.1407833844423294","0.1407833844423294","0.1407833844423294","1615","1615","1615"
"161699","0.13580617308616638","0.13580617308616638","0.13580617308616638","1616","1616","1616"
"161799","0.1351802796125412","0.1351802796125412","0.1351802796125412","1617","1617","1617"
"161899","0.13693253695964813","0.13693253695964813","0.13693253695964813","1618","1618","1618"
"161999","0.13570502400398254","0.13570502400398254","0.13570502400398254","1619","1619","1619"
"162099","0.13234014809131622","0.13234014809131622","0.13234014809131622","1620","1620","1620"
"162199","0.12486648559570312","0.12486648559570312","0.12486648559570312","1621","1621","1621"
"162299","0.13093841075897217","0.13093841075897217","0.13093841075897217","1622","1622","1622"
"162399","0.13087008893489838","0.13087008893489838","0.13087008893489838","1623","1623","1623"
"162499","0.12787474691867828","0.12787474691867828","0.12787474691867828","1624","1624","1624"
"162599","0.1337304711341858","0.1337304711341858","0.1337304711341858","1625","1625","1625"
"162699","0.13081473112106323","0.13081473112106323","0.13081473112106323","1626","1626","1626"
"162799","0.1320899873971939","0.1320899873971939","0.1320899873971939","1627","1627","1627"
"162899","0.13043580949306488","0.13043580949306488","0.13043580949306488","1628","1628","1628"
"162999","0.13024891912937164","0.13024891912937164","0.13024891912937164","1629","1629","1629"
"163099","0.12855957448482513","0.12855957448482513","0.12855957448482513","1630","1630","1630"
"163199","0.14400994777679443","0.14400994777679443","0.14400994777679443","1631","1631","1631"
"163299","0.134364053606987","0.134364053606987","0.134364053606987","1632","1632","1632"
"163399","0.1279372125864029","0.1279372125864029","0.1279372125864029","1633","1633","1633"
"163499","0.13356710970401764","0.13356710970401764","0.13356710970401764","1634","1634","1634"
"163599","0.13481974601745605","0.13481974601745605","0.13481974601745605","1635","1635","1635"
"163699","0.1284126341342926","0.1284126341342926","0.1284126341342926","1636","1636","1636"
"163799","0.13617315888404846","0.13617315888404846","0.13617315888404846","1637","1637","1637"
"163899","0.13441839814186096","0.13441839814186096","0.13441839814186096","1638","1638","1638"
"163999","0.13359391689300537","0.13359391689300537","0.13359391689300537","1639","1639","1639"
"164099","0.13439713418483734","0.13439713418483734","0.13439713418483734","1640","1640","1640"
"164199","0.13287131488323212","0.13287131488323212","0.13287131488323212","1641","1641","1641"
"164299","0.13150596618652344","0.13150596618652344","0.13150596618652344","1642","1642","1642"
"164399","0.13216793537139893","0.13216793537139893","0.13216793537139893","1643","1643","1643"
"164499","0.13684514164924622","0.13684514164924622","0.13684514164924622","1644","1644","1644"
"164599","0.13320289552211761","0.13320289552211761","0.13320289552211761","1645","1645","1645"
"164699","0.127182736992836","0.127182736992836","0.127182736992836","1646","1646","1646"
"164799","0.13187947869300842","0.13187947869300842","0.13187947869300842","1647","1647","1647"
"164899","0.13406899571418762","0.13406899571418762","0.13406899571418762","1648","1648","1648"
"164999","0.13185161352157593","0.13185161352157593","0.13185161352157593","1649","1649","1649"
"165099","0.1318354457616806","0.1318354457616806","0.1318354457616806","1650","1650","1650"
"165199","0.13717786967754364","0.13717786967754364","0.13717786967754364","1651","1651","1651"
"165299","0.1309949904680252","0.1309949904680252","0.1309949904680252","1652","1652","1652"
"165399","0.14572878181934357","0.14572878181934357","0.14572878181934357","1653","1653","1653"
"165499","0.13170652091503143","0.13170652091503143","0.13170652091503143","1654","1654","1654"
"165599","0.12920132279396057","0.12920132279396057","0.12920132279396057","1655","1655","1655"
"165699","0.13034245371818542","0.13034245371818542","0.13034245371818542","1656","1656","1656"
"165799","0.13990850746631622","0.13990850746631622","0.13990850746631622","1657","1657","1657"
"165899","0.12811881303787231","0.12811881303787231","0.12811881303787231","1658","1658","1658"
"165999","0.1347937434911728","0.1347937434911728","0.1347937434911728","1659","1659","1659"
"166099","0.13915953040122986","0.13915953040122986","0.13915953040122986","1660","1660","1660"
"166199","0.1325186789035797","0.1325186789035797","0.1325186789035797","1661","1661","1661"
"166299","0.13324835896492004","0.13324835896492004","0.13324835896492004","1662","1662","1662"
"166399","0.1357390135526657","0.1357390135526657","0.1357390135526657","1663","1663","1663"
"166499","0.13309621810913086","0.13309621810913086","0.13309621810913086","1664","1664","1664"
"166599","0.137693852186203","0.137693852186203","0.137693852186203","1665","1665","1665"
"166699","0.1350334733724594","0.1350334733724594","0.1350334733724594","1666","1666","1666"
"166799","0.1255383938550949","0.1255383938550949","0.1255383938550949","1667","1667","1667"
"166899","0.13698774576187134","0.13698774576187134","0.13698774576187134","1668","1668","1668"
"166999","0.13061970472335815","0.13061970472335815","0.13061970472335815","1669","1669","1669"
"167099","0.13480550050735474","0.13480550050735474","0.13480550050735474","1670","1670","1670"
"167199","0.13420987129211426","0.13420987129211426","0.13420987129211426","1671","1671","1671"
"167299","0.1317642480134964","0.1317642480134964","0.1317642480134964","1672","1672","1672"
"167399","0.1292600780725479","0.1292600780725479","0.1292600780725479","1673","1673","1673"
"167499","0.12672017514705658","0.12672017514705658","0.12672017514705658","1674","1674","1674"
"167599","0.1354179084300995","0.1354179084300995","0.1354179084300995","1675","1675","1675"
"167699","0.13223199546337128","0.13223199546337128","0.13223199546337128","1676","1676","1676"
"167799","0.1317013055086136","0.1317013055086136","0.1317013055086136","1677","1677","1677"
"167899","0.13340264558792114","0.13340264558792114","0.13340264558792114","1678","1678","1678"
"167999","0.13269422948360443","0.13269422948360443","0.13269422948360443","1679","1679","1679"
"168099","0.12916725873947144","0.12916725873947144","0.12916725873947144","1680","1680","1680"
"168199","0.12611734867095947","0.12611734867095947","0.12611734867095947","1681","1681","1681"
"168299","0.1347237527370453","0.1347237527370453","0.1347237527370453","1682","1682","1682"
"168399","0.13271690905094147","0.13271690905094147","0.13271690905094147","1683","1683","1683"
"168499","0.13201771676540375","0.13201771676540375","0.13201771676540375","1684","1684","1684"
"168599","0.13681089878082275","0.13681089878082275","0.13681089878082275","1685","1685","1685"
"168699","0.12906275689601898","0.12906275689601898","0.12906275689601898","1686","1686","1686"
"168799","0.13351066410541534","0.13351066410541534","0.13351066410541534","1687","1687","1687"
"168899","0.13298356533050537","0.13298356533050537","0.13298356533050537","1688","1688","1688"
"168999","0.1259857565164566","0.1259857565164566","0.1259857565164566","1689","1689","1689"
"169099","0.1308603584766388","0.1308603584766388","0.1308603584766388","1690","1690","1690"
"169199","0.13461066782474518","0.13461066782474518","0.13461066782474518","1691","1691","1691"
"169299","0.1301584541797638","0.1301584541797638","0.1301584541797638","1692","1692","1692"
"169399","0.1340714693069458","0.1340714693069458","0.1340714693069458","1693","1693","1693"
"169499","0.13614943623542786","0.13614943623542786","0.13614943623542786","1694","1694","1694"
"169599","0.13415057957172394","0.13415057957172394","0.13415057957172394","1695","1695","1695"
"169699","0.1322418600320816","0.1322418600320816","0.1322418600320816","1696","1696","1696"
"169799","0.1370294988155365","0.1370294988155365","0.1370294988155365","1697","1697","1697"
"169899","0.13192501664161682","0.13192501664161682","0.13192501664161682","1698","1698","1698"
"169999","0.1269531548023224","0.1269531548023224","0.1269531548023224","1699","1699","1699"
"170099","0.13142092525959015","0.13142092525959015","0.13142092525959015","1700","1700","1700"
"170199","0.13421855866909027","0.13421855866909027","0.13421855866909027","1701","1701","1701"
"170299","0.13397331535816193","0.13397331535816193","0.13397331535816193","1702","1702","1702"
"170399","0.1285824477672577","0.1285824477672577","0.1285824477672577","1703","1703","1703"
"170499","0.1313757747411728","0.1313757747411728","0.1313757747411728","1704","1704","1704"
"170599","0.1288253515958786","0.1288253515958786","0.1288253515958786","1705","1705","1705"
"170699","0.13402530550956726","0.13402530550956726","0.13402530550956726","1706","1706","1706"
"170799","0.13570670783519745","0.13570670783519745","0.13570670783519745","1707","1707","1707"
"170899","0.13379473984241486","0.13379473984241486","0.13379473984241486","1708","1708","1708"
"170999","0.13534016907215118","0.13534016907215118","0.13534016907215118","1709","1709","1709"
"171099","0.13258643448352814","0.13258643448352814","0.13258643448352814","1710","1710","1710"
"171199","0.13632142543792725","0.13632142543792725","0.13632142543792725","1711","1711","1711"
"171299","0.12850873172283173","0.12850873172283173","0.12850873172283173","1712","1712","1712"
"171399","0.1374470740556717","0.1374470740556717","0.1374470740556717","1713","1713","1713"
"171499","0.12779423594474792","0.12779423594474792","0.12779423594474792","1714","1714","1714"
"171599","0.1291787326335907","0.1291787326335907","0.1291787326335907","1715","1715","1715"
"171699","0.13275973498821259","0.13275973498821259","0.13275973498821259","1716","1716","1716"
"171799","0.131937175989151","0.131937175989151","0.131937175989151","1717","1717","1717"
"171899","0.12937667965888977","0.12937667965888977","0.12937667965888977","1718","1718","1718"
"171999","0.12657485902309418","0.12657485902309418","0.12657485902309418","1719","1719","1719"
"172099","0.12832511961460114","0.12832511961460114","0.12832511961460114","1720","1720","1720"
"172199","0.13687117397785187","0.13687117397785187","0.13687117397785187","1721","1721","1721"
"172299","0.131149560213089","0.131149560213089","0.131149560213089","1722","1722","1722"
"172399","0.13479240238666534","0.13479240238666534","0.13479240238666534","1723","1723","1723"
"172499","0.12335044890642166","0.12335044890642166","0.12335044890642166","1724","1724","1724"
"172599","0.13239285349845886","0.13239285349845886","0.13239285349845886","1725","1725","1725"
"172699","0.12310187518596649","0.12310187518596649","0.12310187518596649","1726","1726","1726"
"172799","0.13027337193489075","0.13027337193489075","0.13027337193489075","1727","1727","1727"
"172899","0.13681650161743164","0.13681650161743164","0.13681650161743164","1728","1728","1728"
"172999","0.13256582617759705","0.13256582617759705","0.13256582617759705","1729","1729","1729"
"173099","0.13219864666461945","0.13219864666461945","0.13219864666461945","1730","1730","1730"
"173199","0.12297362089157104","0.12297362089157104","0.12297362089157104","1731","1731","1731"
"173299","0.1375586986541748","0.1375586986541748","0.1375586986541748","1732","1732","1732"
"173399","0.1353277713060379","0.1353277713060379","0.1353277713060379","1733","1733","1733"
"173499","0.13600118458271027","0.13600118458271027","0.13600118458271027","1734","1734","1734"
"173599","0.13412266969680786","0.13412266969680786","0.13412266969680786","1735","1735","1735"
"173699","0.13338756561279297","0.13338756561279297","0.13338756561279297","1736","1736","1736"
"173799","0.1279568374156952","0.1279568374156952","0.1279568374156952","1737","1737","1737"
"173899","0.13224361836910248","0.13224361836910248","0.13224361836910248","1738","1738","1738"
"173999","0.1346421241760254","0.1346421241760254","0.1346421241760254","1739","1739","1739"
"174099","0.12959961593151093","0.12959961593151093","0.12959961593151093","1740","1740","1740"
"174199","0.13119523227214813","0.13119523227214813","0.13119523227214813","1741","1741","1741"
"174299","0.133797749876976","0.133797749876976","0.133797749876976","1742","1742","1742"
"174399","0.13525938987731934","0.13525938987731934","0.13525938987731934","1743","1743","1743"
"174499","0.1324717104434967","0.1324717104434967","0.1324717104434967","1744","1744","1744"
"174599","0.1303989440202713","0.1303989440202713","0.1303989440202713","1745","1745","1745"
"174699","0.13486908376216888","0.13486908376216888","0.13486908376216888","1746","1746","1746"
"174799","0.1337905079126358","0.1337905079126358","0.1337905079126358","1747","1747","1747"
"174899","0.13414418697357178","0.13414418697357178","0.13414418697357178","1748","1748","1748"
"174999","0.13058915734291077","0.13058915734291077","0.13058915734291077","1749","1749","1749"
"175099","0.12849436700344086","0.12849436700344086","0.12849436700344086","1750","1750","1750"
"175199","0.1315804123878479","0.1315804123878479","0.1315804123878479","1751","1751","1751"
"175299","0.12999169528484344","0.12999169528484344","0.12999169528484344","1752","1752","1752"
"175399","0.1317797750234604","0.1317797750234604","0.1317797750234604","1753","1753","1753"
"175499","0.13168396055698395","0.13168396055698395","0.13168396055698395","1754","1754","1754"
"175599","0.13370440900325775","0.13370440900325775","0.13370440900325775","1755","1755","1755"
"175699","0.13064712285995483","0.13064712285995483","0.13064712285995483","1756","1756","1756"
"175799","0.13431227207183838","0.13431227207183838","0.13431227207183838","1757","1757","1757"
"175899","0.13006962835788727","0.13006962835788727","0.13006962835788727","1758","1758","1758"
"175999","0.13284388184547424","0.13284388184547424","0.13284388184547424","1759","1759","1759"
"176099","0.13736577332019806","0.13736577332019806","0.13736577332019806","1760","1760","1760"
"176199","0.13479046523571014","0.13479046523571014","0.13479046523571014","1761","1761","1761"
"176299","0.13679511845111847","0.13679511845111847","0.13679511845111847","1762","1762","1762"
"176399","0.12691964209079742","0.12691964209079742","0.12691964209079742","1763","1763","1763"
"176499","0.1323760449886322","0.1323760449886322","0.1323760449886322","1764","1764","1764"
"176599","0.1291062831878662","0.1291062831878662","0.1291062831878662","1765","1765","1765"
"176699","0.13924704492092133","0.13924704492092133","0.13924704492092133","1766","1766","1766"
"176799","0.13484255969524384","0.13484255969524384","0.13484255969524384","1767","1767","1767"
"176899","0.12994542717933655","0.12994542717933655","0.12994542717933655","1768","1768","1768"
"176999","0.13003623485565186","0.13003623485565186","0.13003623485565186","1769","1769","1769"
"177099","0.13087603449821472","0.13087603449821472","0.13087603449821472","1770","1770","1770"
"177199","0.13479004800319672","0.13479004800319672","0.13479004800319672","1771","1771","1771"
"177299","0.13129374384880066","0.13129374384880066","0.13129374384880066","1772","1772","1772"
"177399","0.13155297935009003","0.13155297935009003","0.13155297935009003","1773","1773","1773"
"177499","0.13359099626541138","0.13359099626541138","0.13359099626541138","1774","1774","1774"
"177599","0.13612203299999237","0.13612203299999237","0.13612203299999237","1775","1775","1775"
"177699","0.13525110483169556","0.13525110483169556","0.13525110483169556","1776","1776","1776"
"177799","0.1346091628074646","0.1346091628074646","0.1346091628074646","1777","1777","1777"
"177899","0.12938609719276428","0.12938609719276428","0.12938609719276428","1778","1778","1778"
"177999","0.13449685275554657","0.13449685275554657","0.13449685275554657","1779","1779","1779"
"178099","0.1323544830083847","0.1323544830083847","0.1323544830083847","1780","1780","1780"
"178199","0.1301577389240265","0.1301577389240265","0.1301577389240265","1781","1781","1781"
"178299","0.13511796295642853","0.13511796295642853","0.13511796295642853","1782","1782","1782"
"178399","0.13138347864151","0.13138347864151","0.13138347864151","1783","1783","1783"
"178499","0.12467674911022186","0.12467674911022186","0.12467674911022186","1784","1784","1784"
"178599","0.1343352049589157","0.1343352049589157","0.1343352049589157","1785","1785","1785"
"178699","0.13057971000671387","0.13057971000671387","0.13057971000671387","1786","1786","1786"
"178799","0.1347956508398056","0.1347956508398056","0.1347956508398056","1787","1787","1787"
"178899","0.13323070108890533","0.13323070108890533","0.13323070108890533","1788","1788","1788"
"178999","0.13448356091976166","0.13448356091976166","0.13448356091976166","1789","1789","1789"
"179099","0.13735105097293854","0.13735105097293854","0.13735105097293854","1790","1790","1790"
"179199","0.13543784618377686","0.13543784618377686","0.13543784618377686","1791","1791","1791"
"179299","0.13049034774303436","0.13049034774303436","0.13049034774303436","1792","1792","1792"
"179399","0.13338221609592438","0.13338221609592438","0.13338221609592438","1793","1793","1793"
"179499","0.13568554818630219","0.13568554818630219","0.13568554818630219","1794","1794","1794"
"179599","0.13246527314186096","0.13246527314186096","0.13246527314186096","1795","1795","1795"
"179699","0.1286872774362564","0.1286872774362564","0.1286872774362564","1796","1796","1796"
"179799","0.13044025003910065","0.13044025003910065","0.13044025003910065","1797","1797","1797"
"179899","0.13504405319690704","0.13504405319690704","0.13504405319690704","1798","1798","1798"
"179999","0.13858850300312042","0.13858850300312042","0.13858850300312042","1799","1799","1799"
"180099","0.12778304517269135","0.12778304517269135","0.12778304517269135","1800","1800","1800"
"180199","0.1298031508922577","0.1298031508922577","0.1298031508922577","1801","1801","1801"
"180299","0.1368802934885025","0.1368802934885025","0.1368802934885025","1802","1802","1802"
"180399","0.13411787152290344","0.13411787152290344","0.13411787152290344","1803","1803","1803"
"180499","0.13459864258766174","0.13459864258766174","0.13459864258766174","1804","1804","1804"
"180599","0.1333959400653839","0.1333959400653839","0.1333959400653839","1805","1805","1805"
"180699","0.13534273207187653","0.13534273207187653","0.13534273207187653","1806","1806","1806"
"180799","0.1354450285434723","0.1354450285434723","0.1354450285434723","1807","1807","1807"
"180899","0.13301891088485718","0.13301891088485718","0.13301891088485718","1808","1808","1808"
"180999","0.12513108551502228","0.12513108551502228","0.12513108551502228","1809","1809","1809"
"181099","0.12776832282543182","0.12776832282543182","0.12776832282543182","1810","1810","1810"
"181199","0.1283479481935501","0.1283479481935501","0.1283479481935501","1811","1811","1811"
"181299","0.13335847854614258","0.13335847854614258","0.13335847854614258","1812","1812","1812"
"181399","0.1271035522222519","0.1271035522222519","0.1271035522222519","1813","1813","1813"
"181499","0.12603041529655457","0.12603041529655457","0.12603041529655457","1814","1814","1814"
"181599","0.1318625956773758","0.1318625956773758","0.1318625956773758","1815","1815","1815"
"181699","0.13055916130542755","0.13055916130542755","0.13055916130542755","1816","1816","1816"
"181799","0.13328857719898224","0.13328857719898224","0.13328857719898224","1817","1817","1817"
"181899","0.1316508650779724","0.1316508650779724","0.1316508650779724","1818","1818","1818"
"181999","0.13365080952644348","0.13365080952644348","0.13365080952644348","1819","1819","1819"
"182099","0.12602795660495758","0.12602795660495758","0.12602795660495758","1820","1820","1820"
"182199","0.12599977850914001","0.12599977850914001","0.12599977850914001","1821","1821","1821"
"182299","0.13698288798332214","0.13698288798332214","0.13698288798332214","1822","1822","1822"
"182399","0.13022035360336304","0.13022035360336304","0.13022035360336304","1823","1823","1823"
"182499","0.1371384859085083","0.1371384859085083","0.1371384859085083","1824","1824","1824"
"182599","0.1314031481742859","0.1314031481742859","0.1314031481742859","1825","1825","1825"
"182699","0.13463199138641357","0.13463199138641357","0.13463199138641357","1826","1826","1826"
"182799","0.13136516511440277","0.13136516511440277","0.13136516511440277","1827","1827","1827"
"182899","0.13279615342617035","0.13279615342617035","0.13279615342617035","1828","1828","1828"
"182999","0.12646253407001495","0.12646253407001495","0.12646253407001495","1829","1829","1829"
"183099","0.1333184689283371","0.1333184689283371","0.1333184689283371","1830","1830","1830"
"183199","0.13139423727989197","0.13139423727989197","0.13139423727989197","1831","1831","1831"
"183299","0.1252204030752182","0.1252204030752182","0.1252204030752182","1832","1832","1832"
