"trainer/global_step","causalsinh - train_loss","causalsinh - train_loss__MIN","causalsinh - train_loss__MAX","causalsinh - _step","causalsinh - _step__MIN","causalsinh - _step__MAX"
"140699","0.11931734532117844","0.11931734532117844","0.11931734532117844","1406","1406","1406"
"140799","0.12613798677921295","0.12613798677921295","0.12613798677921295","1407","1407","1407"
"140899","0.11491525173187256","0.11491525173187256","0.11491525173187256","1408","1408","1408"
"140999","0.121817447245121","0.121817447245121","0.121817447245121","1409","1409","1409"
"141099","0.1173139214515686","0.1173139214515686","0.1173139214515686","1410","1410","1410"
"141199","0.11698611080646515","0.11698611080646515","0.11698611080646515","1411","1411","1411"
"141299","0.12332458049058914","0.12332458049058914","0.12332458049058914","1412","1412","1412"
"141399","0.1238412857055664","0.1238412857055664","0.1238412857055664","1413","1413","1413"
"141499","0.11343245953321457","0.11343245953321457","0.11343245953321457","1414","1414","1414"
"141599","0.12012414634227753","0.12012414634227753","0.12012414634227753","1415","1415","1415"
"141699","0.11806993931531906","0.11806993931531906","0.11806993931531906","1416","1416","1416"
"141799","0.12184575200080872","0.12184575200080872","0.12184575200080872","1417","1417","1417"
"141899","0.11755543202161789","0.11755543202161789","0.11755543202161789","1418","1418","1418"
"141999","0.1252160221338272","0.1252160221338272","0.1252160221338272","1419","1419","1419"
"142099","0.11876965314149857","0.11876965314149857","0.11876965314149857","1420","1420","1420"
"142199","0.12201958894729614","0.12201958894729614","0.12201958894729614","1421","1421","1421"
"142299","0.12090122699737549","0.12090122699737549","0.12090122699737549","1422","1422","1422"
"142399","0.12567079067230225","0.12567079067230225","0.12567079067230225","1423","1423","1423"
"142499","0.11977296322584152","0.11977296322584152","0.11977296322584152","1424","1424","1424"
"142599","0.12241437286138535","0.12241437286138535","0.12241437286138535","1425","1425","1425"
"142699","0.1148725152015686","0.1148725152015686","0.1148725152015686","1426","1426","1426"
"142799","0.12924334406852722","0.12924334406852722","0.12924334406852722","1427","1427","1427"
"142899","0.1259355992078781","0.1259355992078781","0.1259355992078781","1428","1428","1428"
"142999","0.1257447451353073","0.1257447451353073","0.1257447451353073","1429","1429","1429"
"143099","0.1269833892583847","0.1269833892583847","0.1269833892583847","1430","1430","1430"
"143199","0.11443384736776352","0.11443384736776352","0.11443384736776352","1431","1431","1431"
"143299","0.12073355168104172","0.12073355168104172","0.12073355168104172","1432","1432","1432"
"143399","0.11981920152902603","0.11981920152902603","0.11981920152902603","1433","1433","1433"
"143499","0.12057454138994217","0.12057454138994217","0.12057454138994217","1434","1434","1434"
"143599","0.12335822731256485","0.12335822731256485","0.12335822731256485","1435","1435","1435"
"143699","0.11902569234371185","0.11902569234371185","0.11902569234371185","1436","1436","1436"
"143799","0.11882197111845016","0.11882197111845016","0.11882197111845016","1437","1437","1437"
"143899","0.12017602473497391","0.12017602473497391","0.12017602473497391","1438","1438","1438"
"143999","0.11734206974506378","0.11734206974506378","0.11734206974506378","1439","1439","1439"
"144099","0.12332530319690704","0.12332530319690704","0.12332530319690704","1440","1440","1440"
"144199","0.12050405889749527","0.12050405889749527","0.12050405889749527","1441","1441","1441"
"144299","0.12317885458469391","0.12317885458469391","0.12317885458469391","1442","1442","1442"
"144399","0.12450622022151947","0.12450622022151947","0.12450622022151947","1443","1443","1443"
"144499","0.11858826130628586","0.11858826130628586","0.11858826130628586","1444","1444","1444"
"144599","0.11377221345901489","0.11377221345901489","0.11377221345901489","1445","1445","1445"
"144699","0.11929650604724884","0.11929650604724884","0.11929650604724884","1446","1446","1446"
"144799","0.12196869403123856","0.12196869403123856","0.12196869403123856","1447","1447","1447"
"144899","0.12488153576850891","0.12488153576850891","0.12488153576850891","1448","1448","1448"
"144999","0.12384454160928726","0.12384454160928726","0.12384454160928726","1449","1449","1449"
"145099","0.12501214444637299","0.12501214444637299","0.12501214444637299","1450","1450","1450"
"145199","0.1219857856631279","0.1219857856631279","0.1219857856631279","1451","1451","1451"
"145299","0.12161900103092194","0.12161900103092194","0.12161900103092194","1452","1452","1452"
"145399","0.12265805155038834","0.12265805155038834","0.12265805155038834","1453","1453","1453"
"145499","0.12793497741222382","0.12793497741222382","0.12793497741222382","1454","1454","1454"
"145599","0.124068982899189","0.124068982899189","0.124068982899189","1455","1455","1455"
"145699","0.11953172087669373","0.11953172087669373","0.11953172087669373","1456","1456","1456"
"145799","0.10944002121686935","0.10944002121686935","0.10944002121686935","1457","1457","1457"
"145899","0.11441568285226822","0.11441568285226822","0.11441568285226822","1458","1458","1458"
"145999","0.11774750798940659","0.11774750798940659","0.11774750798940659","1459","1459","1459"
"146099","0.1245606392621994","0.1245606392621994","0.1245606392621994","1460","1460","1460"
"146199","0.12030744552612305","0.12030744552612305","0.12030744552612305","1461","1461","1461"
"146299","0.12042170763015747","0.12042170763015747","0.12042170763015747","1462","1462","1462"
"146399","0.1197524294257164","0.1197524294257164","0.1197524294257164","1463","1463","1463"
"146499","0.12280534207820892","0.12280534207820892","0.12280534207820892","1464","1464","1464"
"146599","0.11884278059005737","0.11884278059005737","0.11884278059005737","1465","1465","1465"
"146699","0.11744306981563568","0.11744306981563568","0.11744306981563568","1466","1466","1466"
"146799","0.12124889343976974","0.12124889343976974","0.12124889343976974","1467","1467","1467"
"146899","0.11607333272695541","0.11607333272695541","0.11607333272695541","1468","1468","1468"
"146999","0.12607954442501068","0.12607954442501068","0.12607954442501068","1469","1469","1469"
"147099","0.12395328283309937","0.12395328283309937","0.12395328283309937","1470","1470","1470"
"147199","0.11840812116861343","0.11840812116861343","0.11840812116861343","1471","1471","1471"
"147299","0.12353942543268204","0.12353942543268204","0.12353942543268204","1472","1472","1472"
"147399","0.12002240866422653","0.12002240866422653","0.12002240866422653","1473","1473","1473"
"147499","0.12104535102844238","0.12104535102844238","0.12104535102844238","1474","1474","1474"
"147599","0.11505207419395447","0.11505207419395447","0.11505207419395447","1475","1475","1475"
"147699","0.12145503610372543","0.12145503610372543","0.12145503610372543","1476","1476","1476"
"147799","0.11638306081295013","0.11638306081295013","0.11638306081295013","1477","1477","1477"
"147899","0.11846722662448883","0.11846722662448883","0.11846722662448883","1478","1478","1478"
"147999","0.1233740895986557","0.1233740895986557","0.1233740895986557","1479","1479","1479"
"148099","0.11890695989131927","0.11890695989131927","0.11890695989131927","1480","1480","1480"
"148199","0.11798495054244995","0.11798495054244995","0.11798495054244995","1481","1481","1481"
"148299","0.11838230490684509","0.11838230490684509","0.11838230490684509","1482","1482","1482"
"148399","0.12557627260684967","0.12557627260684967","0.12557627260684967","1483","1483","1483"
"148499","0.12241217494010925","0.12241217494010925","0.12241217494010925","1484","1484","1484"
"148599","0.12378134578466415","0.12378134578466415","0.12378134578466415","1485","1485","1485"
"148699","0.11919739097356796","0.11919739097356796","0.11919739097356796","1486","1486","1486"
"148799","0.12066064029932022","0.12066064029932022","0.12066064029932022","1487","1487","1487"
"148899","0.12376457452774048","0.12376457452774048","0.12376457452774048","1488","1488","1488"
"148999","0.12321937084197998","0.12321937084197998","0.12321937084197998","1489","1489","1489"
"149099","0.11801303178071976","0.11801303178071976","0.11801303178071976","1490","1490","1490"
"149199","0.12242879718542099","0.12242879718542099","0.12242879718542099","1491","1491","1491"
"149299","0.11796829849481583","0.11796829849481583","0.11796829849481583","1492","1492","1492"
"149399","0.12151935696601868","0.12151935696601868","0.12151935696601868","1493","1493","1493"
"149499","0.12122353166341782","0.12122353166341782","0.12122353166341782","1494","1494","1494"
"149599","0.11892902851104736","0.11892902851104736","0.11892902851104736","1495","1495","1495"
"149699","0.1187482476234436","0.1187482476234436","0.1187482476234436","1496","1496","1496"
"149799","0.11845306307077408","0.11845306307077408","0.11845306307077408","1497","1497","1497"
"149899","0.12143777310848236","0.12143777310848236","0.12143777310848236","1498","1498","1498"
"149999","0.12589672207832336","0.12589672207832336","0.12589672207832336","1499","1499","1499"
"150099","0.12372563034296036","0.12372563034296036","0.12372563034296036","1500","1500","1500"
"150199","0.1158435195684433","0.1158435195684433","0.1158435195684433","1501","1501","1501"
"150299","0.12280140817165375","0.12280140817165375","0.12280140817165375","1502","1502","1502"
"150399","0.116106316447258","0.116106316447258","0.116106316447258","1503","1503","1503"
"150499","0.1245952844619751","0.1245952844619751","0.1245952844619751","1504","1504","1504"
"150599","0.116799496114254","0.116799496114254","0.116799496114254","1505","1505","1505"
"150699","0.11830859631299973","0.11830859631299973","0.11830859631299973","1506","1506","1506"
"150799","0.12144136428833008","0.12144136428833008","0.12144136428833008","1507","1507","1507"
"150899","0.1200798898935318","0.1200798898935318","0.1200798898935318","1508","1508","1508"
"150999","0.1274164915084839","0.1274164915084839","0.1274164915084839","1509","1509","1509"
"151099","0.12163355201482773","0.12163355201482773","0.12163355201482773","1510","1510","1510"
"151199","0.12241705507040024","0.12241705507040024","0.12241705507040024","1511","1511","1511"
"151299","0.12319113314151764","0.12319113314151764","0.12319113314151764","1512","1512","1512"
"151399","0.12230835855007172","0.12230835855007172","0.12230835855007172","1513","1513","1513"
"151499","0.1113252118229866","0.1113252118229866","0.1113252118229866","1514","1514","1514"
"151599","0.12757255136966705","0.12757255136966705","0.12757255136966705","1515","1515","1515"
"151699","0.11966630071401596","0.11966630071401596","0.11966630071401596","1516","1516","1516"
"151799","0.11619573086500168","0.11619573086500168","0.11619573086500168","1517","1517","1517"
"151899","0.1187780350446701","0.1187780350446701","0.1187780350446701","1518","1518","1518"
"151999","0.12444956600666046","0.12444956600666046","0.12444956600666046","1519","1519","1519"
"152099","0.11810029298067093","0.11810029298067093","0.11810029298067093","1520","1520","1520"
"152199","0.12168024480342865","0.12168024480342865","0.12168024480342865","1521","1521","1521"
"152299","0.12039630115032196","0.12039630115032196","0.12039630115032196","1522","1522","1522"
"152399","0.12145493924617767","0.12145493924617767","0.12145493924617767","1523","1523","1523"
"152499","0.11934579908847809","0.11934579908847809","0.11934579908847809","1524","1524","1524"
"152599","0.1184980720281601","0.1184980720281601","0.1184980720281601","1525","1525","1525"
"152699","0.11627324670553207","0.11627324670553207","0.11627324670553207","1526","1526","1526"
"152799","0.1262654960155487","0.1262654960155487","0.1262654960155487","1527","1527","1527"
"152899","0.12218379974365234","0.12218379974365234","0.12218379974365234","1528","1528","1528"
"152999","0.11940238624811172","0.11940238624811172","0.11940238624811172","1529","1529","1529"
"153099","0.12114641815423965","0.12114641815423965","0.12114641815423965","1530","1530","1530"
"153199","0.11924449354410172","0.11924449354410172","0.11924449354410172","1531","1531","1531"
"153299","0.12124810367822647","0.12124810367822647","0.12124810367822647","1532","1532","1532"
"153399","0.12235993146896362","0.12235993146896362","0.12235993146896362","1533","1533","1533"
"153499","0.12009837478399277","0.12009837478399277","0.12009837478399277","1534","1534","1534"
"153599","0.12148991972208023","0.12148991972208023","0.12148991972208023","1535","1535","1535"
"153699","0.12562930583953857","0.12562930583953857","0.12562930583953857","1536","1536","1536"
"153799","0.12021597474813461","0.12021597474813461","0.12021597474813461","1537","1537","1537"
"153899","0.12231394648551941","0.12231394648551941","0.12231394648551941","1538","1538","1538"
"153999","0.11751192808151245","0.11751192808151245","0.11751192808151245","1539","1539","1539"
"154099","0.12281927466392517","0.12281927466392517","0.12281927466392517","1540","1540","1540"
"154199","0.1250506490468979","0.1250506490468979","0.1250506490468979","1541","1541","1541"
"154299","0.1180960014462471","0.1180960014462471","0.1180960014462471","1542","1542","1542"
"154399","0.12090900540351868","0.12090900540351868","0.12090900540351868","1543","1543","1543"
"154499","0.1255115568637848","0.1255115568637848","0.1255115568637848","1544","1544","1544"
"154599","0.1244695782661438","0.1244695782661438","0.1244695782661438","1545","1545","1545"
"154699","0.12641853094100952","0.12641853094100952","0.12641853094100952","1546","1546","1546"
"154799","0.1231396272778511","0.1231396272778511","0.1231396272778511","1547","1547","1547"
"154899","0.11689139157533646","0.11689139157533646","0.11689139157533646","1548","1548","1548"
"154999","0.12441232055425644","0.12441232055425644","0.12441232055425644","1549","1549","1549"
"155099","0.11822514981031418","0.11822514981031418","0.11822514981031418","1550","1550","1550"
"155199","0.12732405960559845","0.12732405960559845","0.12732405960559845","1551","1551","1551"
"155299","0.11802265793085098","0.11802265793085098","0.11802265793085098","1552","1552","1552"
"155399","0.12726259231567383","0.12726259231567383","0.12726259231567383","1553","1553","1553"
"155499","0.11895111948251724","0.11895111948251724","0.11895111948251724","1554","1554","1554"
"155599","0.11969991028308868","0.11969991028308868","0.11969991028308868","1555","1555","1555"
"155699","0.12161695212125778","0.12161695212125778","0.12161695212125778","1556","1556","1556"
"155799","0.1210930272936821","0.1210930272936821","0.1210930272936821","1557","1557","1557"
"155899","0.12252090871334076","0.12252090871334076","0.12252090871334076","1558","1558","1558"
"155999","0.12519119679927826","0.12519119679927826","0.12519119679927826","1559","1559","1559"
"156099","0.12322117388248444","0.12322117388248444","0.12322117388248444","1560","1560","1560"
"156199","0.11971764266490936","0.11971764266490936","0.11971764266490936","1561","1561","1561"
"156299","0.12549851834774017","0.12549851834774017","0.12549851834774017","1562","1562","1562"
"156399","0.12066078931093216","0.12066078931093216","0.12066078931093216","1563","1563","1563"
"156499","0.12424863874912262","0.12424863874912262","0.12424863874912262","1564","1564","1564"
"156599","0.12138864398002625","0.12138864398002625","0.12138864398002625","1565","1565","1565"
"156699","0.1256493777036667","0.1256493777036667","0.1256493777036667","1566","1566","1566"
"156799","0.11525507271289825","0.11525507271289825","0.11525507271289825","1567","1567","1567"
"156899","0.1231844499707222","0.1231844499707222","0.1231844499707222","1568","1568","1568"
"156999","0.11973604559898376","0.11973604559898376","0.11973604559898376","1569","1569","1569"
"157099","0.11793334782123566","0.11793334782123566","0.11793334782123566","1570","1570","1570"
"157199","0.11442703008651733","0.11442703008651733","0.11442703008651733","1571","1571","1571"
"157299","0.12697552144527435","0.12697552144527435","0.12697552144527435","1572","1572","1572"
"157399","0.12249840795993805","0.12249840795993805","0.12249840795993805","1573","1573","1573"
"157499","0.12008486688137054","0.12008486688137054","0.12008486688137054","1574","1574","1574"
"157599","0.11529843509197235","0.11529843509197235","0.11529843509197235","1575","1575","1575"
"157699","0.12468946725130081","0.12468946725130081","0.12468946725130081","1576","1576","1576"
"157799","0.12287334352731705","0.12287334352731705","0.12287334352731705","1577","1577","1577"
"157899","0.1253717541694641","0.1253717541694641","0.1253717541694641","1578","1578","1578"
"157999","0.12755155563354492","0.12755155563354492","0.12755155563354492","1579","1579","1579"
"158099","0.12521255016326904","0.12521255016326904","0.12521255016326904","1580","1580","1580"
"158199","0.11925719678401947","0.11925719678401947","0.11925719678401947","1581","1581","1581"
"158299","0.12010268121957779","0.12010268121957779","0.12010268121957779","1582","1582","1582"
"158399","0.12055985629558563","0.12055985629558563","0.12055985629558563","1583","1583","1583"
"158499","0.12470461428165436","0.12470461428165436","0.12470461428165436","1584","1584","1584"
"158599","0.12502612173557281","0.12502612173557281","0.12502612173557281","1585","1585","1585"
"158699","0.12310422211885452","0.12310422211885452","0.12310422211885452","1586","1586","1586"
"158799","0.11571622639894485","0.11571622639894485","0.11571622639894485","1587","1587","1587"
"158899","0.1163065955042839","0.1163065955042839","0.1163065955042839","1588","1588","1588"
"158999","0.12251001596450806","0.12251001596450806","0.12251001596450806","1589","1589","1589"
"159099","0.12634289264678955","0.12634289264678955","0.12634289264678955","1590","1590","1590"
"159199","0.125239759683609","0.125239759683609","0.125239759683609","1591","1591","1591"
"159299","0.12058643251657486","0.12058643251657486","0.12058643251657486","1592","1592","1592"
"159399","0.11692707240581512","0.11692707240581512","0.11692707240581512","1593","1593","1593"
"159499","0.1208421140909195","0.1208421140909195","0.1208421140909195","1594","1594","1594"
"159599","0.12254094332456589","0.12254094332456589","0.12254094332456589","1595","1595","1595"
"159699","0.12291170656681061","0.12291170656681061","0.12291170656681061","1596","1596","1596"
"159799","0.12732058763504028","0.12732058763504028","0.12732058763504028","1597","1597","1597"
"159899","0.1257108747959137","0.1257108747959137","0.1257108747959137","1598","1598","1598"
"159999","0.11589960753917694","0.11589960753917694","0.11589960753917694","1599","1599","1599"
"160099","0.12184568494558334","0.12184568494558334","0.12184568494558334","1600","1600","1600"
"160199","0.12282350659370422","0.12282350659370422","0.12282350659370422","1601","1601","1601"
"160299","0.12540383636951447","0.12540383636951447","0.12540383636951447","1602","1602","1602"
"160399","0.11930627375841141","0.11930627375841141","0.11930627375841141","1603","1603","1603"
"160499","0.12121642380952835","0.12121642380952835","0.12121642380952835","1604","1604","1604"
"160599","0.11804795265197754","0.11804795265197754","0.11804795265197754","1605","1605","1605"
"160699","0.12187466770410538","0.12187466770410538","0.12187466770410538","1606","1606","1606"
"160799","0.12421479821205139","0.12421479821205139","0.12421479821205139","1607","1607","1607"
"160899","0.11974029988050461","0.11974029988050461","0.11974029988050461","1608","1608","1608"
"160999","0.11842642724514008","0.11842642724514008","0.11842642724514008","1609","1609","1609"
"161099","0.12127614766359329","0.12127614766359329","0.12127614766359329","1610","1610","1610"
"161199","0.1225050538778305","0.1225050538778305","0.1225050538778305","1611","1611","1611"
"161299","0.1251422017812729","0.1251422017812729","0.1251422017812729","1612","1612","1612"
"161399","0.11777804046869278","0.11777804046869278","0.11777804046869278","1613","1613","1613"
"161499","0.11950521171092987","0.11950521171092987","0.11950521171092987","1614","1614","1614"
"161599","0.11871059238910675","0.11871059238910675","0.11871059238910675","1615","1615","1615"
"161699","0.11604716628789902","0.11604716628789902","0.11604716628789902","1616","1616","1616"
"161799","0.11336251348257065","0.11336251348257065","0.11336251348257065","1617","1617","1617"
"161899","0.11488201469182968","0.11488201469182968","0.11488201469182968","1618","1618","1618"
"161999","0.12260289490222931","0.12260289490222931","0.12260289490222931","1619","1619","1619"
"162099","0.12353171408176422","0.12353171408176422","0.12353171408176422","1620","1620","1620"
"162199","0.1281195878982544","0.1281195878982544","0.1281195878982544","1621","1621","1621"
"162299","0.12191502749919891","0.12191502749919891","0.12191502749919891","1622","1622","1622"
"162399","0.11965208500623703","0.11965208500623703","0.11965208500623703","1623","1623","1623"
"162499","0.11479359120130539","0.11479359120130539","0.11479359120130539","1624","1624","1624"
"162599","0.12139899283647537","0.12139899283647537","0.12139899283647537","1625","1625","1625"
"162699","0.1251349300146103","0.1251349300146103","0.1251349300146103","1626","1626","1626"
"162799","0.12443655729293823","0.12443655729293823","0.12443655729293823","1627","1627","1627"
"162899","0.11966274678707123","0.11966274678707123","0.11966274678707123","1628","1628","1628"
"162999","0.11708008497953415","0.11708008497953415","0.11708008497953415","1629","1629","1629"
"163099","0.1274312287569046","0.1274312287569046","0.1274312287569046","1630","1630","1630"
"163199","0.12139604240655899","0.12139604240655899","0.12139604240655899","1631","1631","1631"
"163299","0.12249012291431427","0.12249012291431427","0.12249012291431427","1632","1632","1632"
"163399","0.11927103251218796","0.11927103251218796","0.11927103251218796","1633","1633","1633"
"163499","0.12141630053520203","0.12141630053520203","0.12141630053520203","1634","1634","1634"
"163599","0.12131717801094055","0.12131717801094055","0.12131717801094055","1635","1635","1635"
"163699","0.12386567890644073","0.12386567890644073","0.12386567890644073","1636","1636","1636"
"163799","0.12671218812465668","0.12671218812465668","0.12671218812465668","1637","1637","1637"
"163899","0.12570513784885406","0.12570513784885406","0.12570513784885406","1638","1638","1638"
"163999","0.1152418702840805","0.1152418702840805","0.1152418702840805","1639","1639","1639"
"164099","0.1182621493935585","0.1182621493935585","0.1182621493935585","1640","1640","1640"
"164199","0.12013714760541916","0.12013714760541916","0.12013714760541916","1641","1641","1641"
"164299","0.12261582911014557","0.12261582911014557","0.12261582911014557","1642","1642","1642"
"164399","0.11474437266588211","0.11474437266588211","0.11474437266588211","1643","1643","1643"
"164499","0.12858639657497406","0.12858639657497406","0.12858639657497406","1644","1644","1644"
"164599","0.11961708217859268","0.11961708217859268","0.11961708217859268","1645","1645","1645"
"164699","0.11476635932922363","0.11476635932922363","0.11476635932922363","1646","1646","1646"
"164799","0.12369915843009949","0.12369915843009949","0.12369915843009949","1647","1647","1647"
"164899","0.12181148678064346","0.12181148678064346","0.12181148678064346","1648","1648","1648"
"164999","0.12462935596704483","0.12462935596704483","0.12462935596704483","1649","1649","1649"
"165099","0.12249954044818878","0.12249954044818878","0.12249954044818878","1650","1650","1650"
"165199","0.1203538328409195","0.1203538328409195","0.1203538328409195","1651","1651","1651"
"165299","0.11918448656797409","0.11918448656797409","0.11918448656797409","1652","1652","1652"
"165399","0.1239532008767128","0.1239532008767128","0.1239532008767128","1653","1653","1653"
"165499","0.12259693443775177","0.12259693443775177","0.12259693443775177","1654","1654","1654"
"165599","0.11678409576416016","0.11678409576416016","0.11678409576416016","1655","1655","1655"
"165699","0.12566395103931427","0.12566395103931427","0.12566395103931427","1656","1656","1656"
"165799","0.12107176333665848","0.12107176333665848","0.12107176333665848","1657","1657","1657"
"165899","0.11846078932285309","0.11846078932285309","0.11846078932285309","1658","1658","1658"
"165999","0.11567670106887817","0.11567670106887817","0.11567670106887817","1659","1659","1659"
"166099","0.12423599511384964","0.12423599511384964","0.12423599511384964","1660","1660","1660"
"166199","0.12439287453889847","0.12439287453889847","0.12439287453889847","1661","1661","1661"
"166299","0.12231718748807907","0.12231718748807907","0.12231718748807907","1662","1662","1662"
"166399","0.12404129654169083","0.12404129654169083","0.12404129654169083","1663","1663","1663"
"166499","0.11814060062170029","0.11814060062170029","0.11814060062170029","1664","1664","1664"
"166599","0.11775808036327362","0.11775808036327362","0.11775808036327362","1665","1665","1665"
"166699","0.12009251862764359","0.12009251862764359","0.12009251862764359","1666","1666","1666"
"166799","0.12769727408885956","0.12769727408885956","0.12769727408885956","1667","1667","1667"
"166899","0.12715594470500946","0.12715594470500946","0.12715594470500946","1668","1668","1668"
"166999","0.12034974992275238","0.12034974992275238","0.12034974992275238","1669","1669","1669"
"167099","0.1282283514738083","0.1282283514738083","0.1282283514738083","1670","1670","1670"
"167199","0.12386614829301834","0.12386614829301834","0.12386614829301834","1671","1671","1671"
"167299","0.1210613027215004","0.1210613027215004","0.1210613027215004","1672","1672","1672"
"167399","0.12148167192935944","0.12148167192935944","0.12148167192935944","1673","1673","1673"
"167499","0.12418296933174133","0.12418296933174133","0.12418296933174133","1674","1674","1674"
"167599","0.12125953286886215","0.12125953286886215","0.12125953286886215","1675","1675","1675"
"167699","0.12058471143245697","0.12058471143245697","0.12058471143245697","1676","1676","1676"
"167799","0.12765267491340637","0.12765267491340637","0.12765267491340637","1677","1677","1677"
"167899","0.11907466500997543","0.11907466500997543","0.11907466500997543","1678","1678","1678"
"167999","0.1190866157412529","0.1190866157412529","0.1190866157412529","1679","1679","1679"
"168099","0.12077359110116959","0.12077359110116959","0.12077359110116959","1680","1680","1680"
"168199","0.12186896800994873","0.12186896800994873","0.12186896800994873","1681","1681","1681"
"168299","0.12140598148107529","0.12140598148107529","0.12140598148107529","1682","1682","1682"
"168399","0.12509573996067047","0.12509573996067047","0.12509573996067047","1683","1683","1683"
"168499","0.11650066077709198","0.11650066077709198","0.11650066077709198","1684","1684","1684"
"168599","0.12168266624212265","0.12168266624212265","0.12168266624212265","1685","1685","1685"
"168699","0.12294430285692215","0.12294430285692215","0.12294430285692215","1686","1686","1686"
"168799","0.11711423099040985","0.11711423099040985","0.11711423099040985","1687","1687","1687"
"168899","0.12080264091491699","0.12080264091491699","0.12080264091491699","1688","1688","1688"
"168999","0.12064569443464279","0.12064569443464279","0.12064569443464279","1689","1689","1689"
"169099","0.11830391734838486","0.11830391734838486","0.11830391734838486","1690","1690","1690"
"169199","0.11544497311115265","0.11544497311115265","0.11544497311115265","1691","1691","1691"
"169299","0.12335668504238129","0.12335668504238129","0.12335668504238129","1692","1692","1692"
"169399","0.1273406445980072","0.1273406445980072","0.1273406445980072","1693","1693","1693"
"169499","0.1186671108007431","0.1186671108007431","0.1186671108007431","1694","1694","1694"
"169599","0.11888083070516586","0.11888083070516586","0.11888083070516586","1695","1695","1695"
"169699","0.12675727903842926","0.12675727903842926","0.12675727903842926","1696","1696","1696"
"169799","0.12959778308868408","0.12959778308868408","0.12959778308868408","1697","1697","1697"
"169899","0.127401202917099","0.127401202917099","0.127401202917099","1698","1698","1698"
"169999","0.12137007713317871","0.12137007713317871","0.12137007713317871","1699","1699","1699"
"170099","0.12094519287347794","0.12094519287347794","0.12094519287347794","1700","1700","1700"
"170199","0.12325896322727203","0.12325896322727203","0.12325896322727203","1701","1701","1701"
"170299","0.12598344683647156","0.12598344683647156","0.12598344683647156","1702","1702","1702"
"170399","0.12234573811292648","0.12234573811292648","0.12234573811292648","1703","1703","1703"
"170499","0.12647078931331635","0.12647078931331635","0.12647078931331635","1704","1704","1704"
"170599","0.11894404143095016","0.11894404143095016","0.11894404143095016","1705","1705","1705"
"170699","0.11494817584753036","0.11494817584753036","0.11494817584753036","1706","1706","1706"
"170799","0.12564563751220703","0.12564563751220703","0.12564563751220703","1707","1707","1707"
"170899","0.11077743768692017","0.11077743768692017","0.11077743768692017","1708","1708","1708"
"170999","0.12476050853729248","0.12476050853729248","0.12476050853729248","1709","1709","1709"
"171099","0.12123895436525345","0.12123895436525345","0.12123895436525345","1710","1710","1710"
"171199","0.11807437241077423","0.11807437241077423","0.11807437241077423","1711","1711","1711"
"171299","0.12039600312709808","0.12039600312709808","0.12039600312709808","1712","1712","1712"
"171399","0.12657888233661652","0.12657888233661652","0.12657888233661652","1713","1713","1713"
"171499","0.12162002921104431","0.12162002921104431","0.12162002921104431","1714","1714","1714"
"171599","0.12390629947185516","0.12390629947185516","0.12390629947185516","1715","1715","1715"
"171699","0.1261691004037857","0.1261691004037857","0.1261691004037857","1716","1716","1716"
"171799","0.11838271468877792","0.11838271468877792","0.11838271468877792","1717","1717","1717"
"171899","0.11925499886274338","0.11925499886274338","0.11925499886274338","1718","1718","1718"
"171999","0.1212465837597847","0.1212465837597847","0.1212465837597847","1719","1719","1719"
"172099","0.1206502914428711","0.1206502914428711","0.1206502914428711","1720","1720","1720"
"172199","0.12837086617946625","0.12837086617946625","0.12837086617946625","1721","1721","1721"
"172299","0.12651117146015167","0.12651117146015167","0.12651117146015167","1722","1722","1722"
"172399","0.12052056193351746","0.12052056193351746","0.12052056193351746","1723","1723","1723"
"172499","0.12196667492389679","0.12196667492389679","0.12196667492389679","1724","1724","1724"
"172599","0.11439435184001923","0.11439435184001923","0.11439435184001923","1725","1725","1725"
"172699","0.1281404346227646","0.1281404346227646","0.1281404346227646","1726","1726","1726"
"172799","0.12201952934265137","0.12201952934265137","0.12201952934265137","1727","1727","1727"
"172899","0.12129329144954681","0.12129329144954681","0.12129329144954681","1728","1728","1728"
"172999","0.1195220947265625","0.1195220947265625","0.1195220947265625","1729","1729","1729"
"173099","0.12146912515163422","0.12146912515163422","0.12146912515163422","1730","1730","1730"
"173199","0.12076631188392639","0.12076631188392639","0.12076631188392639","1731","1731","1731"
"173299","0.12195219099521637","0.12195219099521637","0.12195219099521637","1732","1732","1732"
"173399","0.12126654386520386","0.12126654386520386","0.12126654386520386","1733","1733","1733"
"173499","0.11592531204223633","0.11592531204223633","0.11592531204223633","1734","1734","1734"
"173599","0.11915090680122375","0.11915090680122375","0.11915090680122375","1735","1735","1735"
"173699","0.13094434142112732","0.13094434142112732","0.13094434142112732","1736","1736","1736"
"173799","0.12458773702383041","0.12458773702383041","0.12458773702383041","1737","1737","1737"
"173899","0.11988922208547592","0.11988922208547592","0.11988922208547592","1738","1738","1738"
"173999","0.11578106880187988","0.11578106880187988","0.11578106880187988","1739","1739","1739"
"174099","0.11769207566976547","0.11769207566976547","0.11769207566976547","1740","1740","1740"
"174199","0.11697811633348465","0.11697811633348465","0.11697811633348465","1741","1741","1741"
"174299","0.12234369665384293","0.12234369665384293","0.12234369665384293","1742","1742","1742"
"174399","0.12308797240257263","0.12308797240257263","0.12308797240257263","1743","1743","1743"
"174499","0.11805211007595062","0.11805211007595062","0.11805211007595062","1744","1744","1744"
